manufacturer,model,description,transmission,gear,engine_capacity,fuel_type,powertrain,engine_power,WLTP_metric_low,WLTP_metric_medium,WLTP_metric_high,WLTP_metric_extra_high,WLTPCO2,Emissions_CO,THC_emissions,emissions_NOx,noise_level
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.6,6,8.5,161,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.5,161,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.6,161,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.6,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.6,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.7,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.8,6,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.8,6,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SE 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.8,6.1,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.2,5,5.6,8.3,151,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.2,5.1,5.6,8.3,151,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.2,5.1,5.7,8.3,152,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.2,5.1,5.7,8.4,152,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.2,5.1,5.7,8.4,153,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.2,5.1,5.7,8.5,153,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.3,5.1,5.7,8.3,152,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.3,5.1,5.7,8.4,153,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.3,5.1,5.7,8.4,153,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.3,5.1,5.7,8.5,153,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 2WD 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,7.3,5.1,5.7,8.5,154,88,7,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.5,161,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.6,161,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.6,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.7,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.7,6,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.8,6,8.6,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.8,6,8.6,162,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8,5.8,6,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.8,6,8.6,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.8,6.1,8.7,163,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.8,6.1,8.7,164,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.9,6.1,8.7,164,96,8,9,68
HONDA,CR-V Hybrid 2022,CR-V HYBRID 2.0 i-MMD SR 5 door (Standard),CVT,Automatic,1993,Petrol Electric,Hybrid Electric Vehicle (HEV),107,8.1,5.9,6.1,8.8,165,96,8,9,68
HONDA,HR-V 2022,HR-V 1.5 iMMD ADVANCE 5 door (Standard),CVT,Automatic,1498,Petrol,Internal Combustion Engine (ICE),79,4.6,4.1,4.6,7.1,122,58,6,4,66
HONDA,HR-V 2022,HR-V 1.5 iMMD ADVANCE STYLE 5 door (Standard),CVT,Automatic,1498,Petrol,Internal Combustion Engine (ICE),79,4.6,4.1,4.6,7.1,122,58,6,4,66
HONDA,HR-V 2022,HR-V 1.5 iMMD ELEGANCE 5 door (Standard),CVT,Automatic,1498,Petrol,Internal Combustion Engine (ICE),79,4.6,4.1,4.6,7.1,122,58,6,4,66
HONDA,HR-V 2023,HR-V 1.5 i-MMD ADVANCE 5 door (Standard),CVT,Automatic,1498,Petrol,Internal Combustion Engine (ICE),79,4.6,4.1,4.6,7.1,122,58,6,4,66
HONDA,HR-V 2023,HR-V 1.5 i-MMD ADVANCE STYLE 5 door (Standard),CVT,Automatic,1498,Petrol,Internal Combustion Engine (ICE),79,4.6,4.1,4.6,7.1,122,58,6,4,66
HONDA,HR-V 2023,HR-V 1.5 i-MMD ELEGANCE 5 door (Standard),CVT,Automatic,1498,Petrol,Internal Combustion Engine (ICE),79,4.6,4.1,4.6,7.1,122,58,6,4,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD Cross EX 2 Tone 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.9,4,4.1,6.3,110,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD Crosstar EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.9,4,4.1,6.3,110,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 2 Tone 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 2 Tone 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.6,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.6,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,105,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6,105,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD SE 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.8,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD SE 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD SE 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD SR 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD SR 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,103,52,7,6,66
HONDA,Jazz 2021,JAZZ 1.5 i-MMD SR 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD Cross EX 2 Tone 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.8,4,4.1,6.2,109,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD Cross EX 2 Tone 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.9,4,4.1,6.2,109,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD Crosstar EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.8,4,4.1,6.2,109,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD Crosstar EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.9,4,4.1,6.2,109,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.6,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,105,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6,105,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6,106,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6.1,106,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.6,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,105,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6,105,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6,106,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6.1,106,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SE 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.8,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SE 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SE 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SR 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SR 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,103,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SR 5 door (Standard Model),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,103,52,7,6,66
HONDA,Jazz 2022,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.6,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,104,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,3.9,5.9,105,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6,105,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.7,3.9,4,6.1,106,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX CROSSTAR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.8,4,4.1,6.2,109,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD EX CROSSTAR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.9,4,4.1,6.2,109,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SE 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.8,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SE 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SE 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,102,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.8,103,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,5.9,103,52,7,6,66
HONDA,Jazz 2023,JAZZ 1.5 i-MMD SR 5 door (Standard),A6,Automatic,1498,Petrol,Internal Combustion Engine (ICE),72,3.5,3.9,3.9,6,104,52,7,6,66
HYUNDAI,Bayon,Ultimate,7DCT,Automatic,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),88,6.6,5.1,4.6,5.5,121,211,27,25,67
HYUNDAI,Bayon,Ultimate,7DCT,Automatic,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),73,6.8,5.2,4.6,5.4,121,203,27,27,67
HYUNDAI,Bayon,Premium,6MT,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),73,6.7,5.1,4.5,5.7,121,222,24,20,68
HYUNDAI,Bayon,Premium,6MT,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),88,6.7,5,4.6,5.6,121,252,23,16,68
HYUNDAI,Bayon,SE Connect,6MT,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),73,6.7,5.1,4.5,5.5,120,222,24,20,68
HYUNDAI,Bayon,Ultimate,6MT,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),73,6.7,5.1,4.5,5.7,121,222,24,20,68
HYUNDAI,Bayon,Ultimate,6MT,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),88,6.7,5,4.6,5.7,121,252,23,16,68
HYUNDAI,Bayon,Premium,7DCT,Automatic,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),88,6.6,5.1,4.6,5.5,120,252,23,16,67
HYUNDAI,Bayon,Premium,7DCT,Automatic,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),73,6.8,5.2,4.6,5.4,120,203,27,27,67
HYUNDAI,Bayon,SE Connect,7DCT,Automatic,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),73,6.8,5.2,4.6,5.3,119,203,27,27,67
HYUNDAI,i10,N Line T-GDi,5MT,Manual,998,Petrol,Internal Combustion Engine (ICE),74,6.8,5.2,4.6,5.8,123,100,14,12,70
HYUNDAI,i10,1.0l Premium,A5,Automatic,998,Petrol,Internal Combustion Engine (ICE),49,6.6,5.1,4.8,6.1,126,773,25,35,72
HYUNDAI,i10,1.0l SE Connect,A5,Automatic,998,Petrol,Internal Combustion Engine (ICE),49,6.6,5.1,4.8,6.1,126,773,25,35,72
HYUNDAI,i10,1.2l Premium,A5,Automatic,1197,Petrol,Internal Combustion Engine (ICE),61,7.1,5.4,4.9,6.1,130,239,40,43,72
HYUNDAI,i10,1.2l SE Connect,A5,Automatic,1197,Petrol,Internal Combustion Engine (ICE),61,7,5.3,4.9,6,130,239,40,43,72
HYUNDAI,i10,1.0l Premium,M5,Manual,998,Petrol,Internal Combustion Engine (ICE),49,6.4,4.9,4.5,5.7,120,231,24,14,71
HYUNDAI,i10,1.0l SE,M5,Manual,998,Petrol,Internal Combustion Engine (ICE),49,6.3,4.6,4.3,5.4,114,773,25,35,72
HYUNDAI,i10,1.0l SE Connect,M5,Manual,998,Petrol,Internal Combustion Engine (ICE),49,6.4,4.8,4.5,5.7,119,231,24,14,71
HYUNDAI,i10,1.2l Premium,M5,Manual,1197,Petrol,Internal Combustion Engine (ICE),61,6.4,5.1,4.7,5.9,124,236,21,17,71
HYUNDAI,i10,1.2l SE Connect,M5,Manual,1197,Petrol,Internal Combustion Engine (ICE),61,6.4,5.1,4.7,5.9,124,236,21,17,71
HYUNDAI,i20,"1.0l T-GDi 48v Mild Hybrid, Premium & Ultimate",DCT7,Automatic,998,Petrol Electric,Hybrid Electric Vehicle (HEV),74,6.7,5.1,4.5,5.7,121,150,27,25,68
HYUNDAI,i20,"1.0l T-GDi 48v Mild Hybrid, SE Connect",DCT7,Automatic,998,Petrol Electric,Hybrid Electric Vehicle (HEV),74,6.6,4.9,4.3,5.5,117,150,27,25,68
HYUNDAI,i20,Element,6MT,Manual,998,Petrol,Internal Combustion Engine (ICE),73,6.8,4.9,4.5,5.6,120,136,18,30,68
HYUNDAI,i20,N,6MT,Manual,1598,Petrol,Internal Combustion Engine (ICE),150,8.6,6.7,6,7.4,158,368,50,8,67
HYUNDAI,i20,N Line,6MT,Manual,998,Petrol,Internal Combustion Engine (ICE),88,6.5,5.1,4.6,5.6,120,224,21,27,68
HYUNDAI,i20,N Line,7DCT,Automatic,998,Petrol,Internal Combustion Engine (ICE),88,6.9,5.1,4.4,5.6,120,174,24,23,68
HYUNDAI,i20,"1.0l T-GDi 48v Mild Hybrid, Premium & Ultimate",6MT,Manual,998,Petrol Electric,Hybrid Electric Vehicle (HEV),74,6.3,5,4.5,5.5,118,366,26,19,68
HYUNDAI,i20,"1.0l T-GDi 48v Mild Hybrid, SE Connect",6MT,Manual,998,Petrol Electric,Hybrid Electric Vehicle (HEV),74,6.3,4.9,4.3,5.4,115,366,26,19,68
HYUNDAI,i30 Fastback,1.5l T-GDi 48v Mild Hybrid,DCT7,Automatic,1482,Petrol Electric,Hybrid Electric Vehicle (HEV),117,7.7,6,5.3,6.3,136,622,53,25,69
HYUNDAI,i30 Fastback,1.5l T-GDi 48v Mild Hybrid,6MT,Manual,1482,Petrol Electric,Hybrid Electric Vehicle (HEV),117,7.5,6.2,5.6,6.6,141,313,37,44,68
HYUNDAI,i30 Fastback N,Fastback N Performance,6MT,Manual,1998,Petrol,Internal Combustion Engine (ICE),206,11.5,7.8,6.8,7.9,182,63,8,23,70
HYUNDAI,i30 Fastback N,Fastback N Performance,DCT8,Automatic,1998,Petrol,Internal Combustion Engine (ICE),206,12.9,7.9,7.1,8.1,191,174,17,24,70
HYUNDAI,i30 Hatchback,"1.0l T-GDi 48v Mild Hybrid, Premium",DCT7,Automatic,998,Petrol Electric,Hybrid Electric Vehicle (HEV),88,6.6,5.3,4.7,5.8,121,610,47,49,69
HYUNDAI,i30 Hatchback,"1.0l T-GDi 48v Mild Hybrid, SE Connect",DCT7,Automatic,998,Petrol Electric,Hybrid Electric Vehicle (HEV),88,6.6,5.2,4.7,5.7,120,610,46,49,69
HYUNDAI,i30 Hatchback,"1.5l T-GDi 48v Mild Hybrid, N Line",DCT7,Automatic,1482,Petrol Electric,Hybrid Electric Vehicle (HEV),117,7.7,6,5.4,6.5,138,622,53,25,68
HYUNDAI,i30 Hatchback,"1.6l CRDi 48v Mild Hybrid, Premium",DCT7,Automatic,1598,Diesel Electric,Hybrid Electric Vehicle (HEV),100,5.8,4.6,4.1,5.3,127,149,0,27,69
HYUNDAI,i30 Hatchback,"1.6l CRDi 48v Mild Hybrid, SE Connect",DCT7,Automatic,1598,Diesel Electric,Hybrid Electric Vehicle (HEV),100,5.7,4.5,4,5.3,126,149,0,27,69
HYUNDAI,i30 Hatchback,"1.0l T-GDi 48v Mild Hybrid, Premium",6MT,Manual,998,Petrol Electric,Hybrid Electric Vehicle (HEV),88,6.6,5,4.7,5.9,122,214,27,49,68
HYUNDAI,i30 Hatchback,"1.0l T-GDi 48v Mild Hybrid, SE Connect",6MT,Manual,998,Petrol Electric,Hybrid Electric Vehicle (HEV),88,6.5,5,4.7,5.9,121,214,27,49,68
HYUNDAI,i30 Hatchback,"1.5l T-GDi 48v Mild Hybrid, N Line",6MT,Manual,1482,Petrol Electric,Hybrid Electric Vehicle (HEV),117,7.5,6.2,5.6,6.7,142,313,37,44,68
