manufacturer,model,description,transmission,gear,engine_capacity,fuel_type,powertrain,engine_power,WLTP_metric_low,WLTP_metric_medium,WLTP_metric_high,WLTP_metric_extra_high,WLTPCO2,Emissions_CO,THC_emissions,emissions_NOx,noise_level
ABARTH,595,595 1.4 145 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),107,10.3,6.7,6,7.3,162,760,52,27,73.5
ABARTH,595,595 1.4 145 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),107,10.4,6.6,6.5,8.2,169,760,52,27,73.5
ABARTH,595,595 1.4 145 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),107,10.3,6.7,6,7.3,162,760,52,27,73.5
ABARTH,595,595 1.4 145 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),107,10.4,6.6,6.5,8.2,169,760,52,27,73.5
ABARTH,595,595 1.4 TJET 145bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),107,9.5,6.1,5.8,7,153,829,39,20,74
ABARTH,595,595 1.4 TJET 145bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),107,9.7,6.5,6.1,7.4,161,829,39,20,74
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,10,6.8,6,7.1,160,493,26,18,74
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,10,6.9,6.1,7.4,165,493,26,18,74
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,9.4,6.3,5.9,7.2,156,561,35,18,72
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,9.4,6.3,5.9,7.2,156,561,35,18,72
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,10,6.8,6,7.1,160,493,26,18,74
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,10,6.9,6.1,7.4,165,493,26,18,74
ABARTH,595,595 Competizione 180 BHP Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,9.9,7.4,6.6,8.1,172,421,22,16,74
ABARTH,595,595 Competizione 180 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,10.8,7.1,6.4,8.1,171,600,33,16,71.5
ABARTH,595,595 Competizione 180 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,10.8,7.1,6.4,8.1,171,600,33,16,71.5
ABARTH,595,595 Competizione 180 BHP Hatchback,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,9.9,7.4,6.6,8.1,172,421,22,16,74
ABARTH,595,595 ESSEESSE 1.4 TJET 180bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,9.4,6.3,5.9,7.2,156,561,35,18,72
ABARTH,595,595 ESSEESSE 1.4 TJET 180bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,9.4,6.3,5.9,7.2,156,561,35,18,72
ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.7,6.3,7.7,165,781,32,19,73.5
ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,10.6,7.1,6.6,8,171,781,32,19,73.5
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.4,6.1,5.6,6.8,150,791,54,20,74
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.5,6,7.3,159,791,54,20,74
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.4,6.1,5.6,6.8,150,791,54,20,74
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.5,6,7.3,159,791,54,20,74
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.4,5.7,6.8,153,576,24,18,66
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,9.8,6.7,6,7.2,160,576,24,18,66
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.4,5.7,6.8,153,576,24,18,66
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,9.8,6.7,6,7.2,160,576,24,18,66
ABARTH,595,595 Turismo 165 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.7,6.3,7.7,165,781,32,19,73.5
ABARTH,595,595 Turismo 165 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,10.6,7.1,6.6,8,171,781,32,19,73.5
ABARTH,595,595 Turismo 165 BHP Hatchback,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,9.8,6.8,6.1,7.3,162,534,26,28,66
ABARTH,595,595 Turismo 165 BHP Hatchback,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,10.9,7.4,6.7,8.3,177,534,26,28,66
ABARTH,595,595 Turismo 165 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.7,6.3,7.7,165,781,32,19,73.5
ABARTH,595,595 Turismo 165 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,10.6,7.1,6.6,8,171,781,32,19,73.5
ABARTH,595,595 Turismo 165 BHP Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,9.8,6.8,6.1,7.3,162,534,26,28,66
ABARTH,595,595 Turismo 165 BHP Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),121,10.9,7.4,6.7,8.3,177,534,26,28,66
ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,9.6,6.7,6.3,7.7,165,781,32,19,73.5
ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),121,10.6,7.1,6.6,8,171,781,32,19,73.5
ABARTH,595,695 RIVALE 1.4 TJET 180bhp,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,9.9,7.4,6.6,8.1,172,421,22,16,74
ABARTH,595,695 RIVALE 1.4 TJET 180bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,10.8,7.1,6.4,8.1,171,600,33,16,71.5
ABARTH,595,695 RIVALE 1.4 TJET 180bhp Convertible,SA5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),132,9.9,7.4,6.6,8.1,172,421,22,16,74
ABARTH,595,695 RIVALE 1.4 TJET 180bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),132,10.8,7.1,6.4,8.1,171,600,33,16,71.5
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 200HP SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),148,10.7,7.6,6.2,6.5,163,605,54,35,68
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 200HP SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),148,11.2,8.1,6.6,7.1,175,605,54,35,68
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,10.5,7.3,6,6.4,159,447,50,39,67
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,11.1,8.1,6.6,7,174,447,50,39,67
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE TI,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,10.5,7.3,6,6.4,159,447,50,39,67
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE TI,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,11.1,8.1,6.6,7,174,447,50,39,67
ALFA ROMEO,Giulia MY21,GIULIA QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),375,15.4,10.3,8.7,9.2,228,322,24,12,68
ALFA ROMEO,Giulia MY21,GIULIA QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),375,15.5,10.8,8.8,9.3,233,322,24,12,68
ALFA ROMEO,Giulia MY21,GIULIA GTA MY21 2.9 V6 BI-TURBO 540HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),397,16.5,11.8,9.3,9.4,244,338,41,28,71
ALFA ROMEO,Giulia MY21,GIULIA GTAm MY21 2.9 V6 BI-TURBO 540HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),397,16.5,11.8,9.3,9.4,244,338,41,28,71
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 210HP AWD VELOCE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),154,8,6.5,5.7,6.6,171,40,0,44,69
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE TI,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,11.5,8.3,7.2,8,186,942,55,40,68
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE TI,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,12.3,9.3,7.9,8.9,206,942,55,40,68
ALFA ROMEO,Stelvio MY21,STELVIO QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),375,17.8,12,10.1,11,267,339,23,12,68
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 200HP AWD SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),148,11.4,8.4,7.2,8.3,189,752,58,37,68
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 200HP AWD SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),148,12.3,9.2,7.9,9.1,208,752,58,37,68
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 190HP AWD SPRINT,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),140,7.6,5.8,5.1,6,154,40,0,44,70
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 190HP AWD SPRINT,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),140,8,6.5,5.7,6.6,171,40,0,44,70
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,11.5,8.3,7.2,8,186,942,55,40,68
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,12.3,9.3,7.9,8.9,206,942,55,40,68
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 210HP AWD VELOCE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),154,7.6,5.8,5.1,6,154,40,0,44,69
ALFA ROMEO,Giulia MY22,GIULIA MY21 2.0 TURBO PETROL 280HP ESTREMA,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,10.5,7.3,6,6.4,159,447,50,39,67
ALFA ROMEO,Giulia MY22,GIULIA MY21 2.0 TURBO PETROL 280HP ESTREMA,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,1.1,8.1,6.6,7,174,447,50,39,67
ALFA ROMEO,Stelvio MY22,STELVIO MY21 2.0 TURBO PETROL 280HP AWD ESTREMA,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,11.5,8.3,7.2,8,186,942,55,40,68
ALFA ROMEO,Stelvio MY22,STELVIO MY21 2.0 TURBO PETROL 280HP AWD ESTREMA,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),206,12.3,9.3,7.9,8.9,206,942,55,40,68
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),221,10.3,6.4,5.7,6.6,154,204,11,12,72
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),221,10.3,6.4,5.8,6.7,155,204,11,12,72
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),221,10.3,6.4,5.7,6.6,154,204,11,12,72
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),221,10.3,6.4,5.7,6.6,154,204,11,12,72
ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,10.5,6.9,6.1,7.1,163,212,11,11,71
ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,11.2,7.1,6.2,7.2,168,275,15,12,71
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),215,10.5,6.9,6.1,7.1,163,212,11,12,71
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),215,10.5,6.9,6.1,7.1,163,212,11,12,71
ALPINE,A110,LÈgende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10,6.5,5.8,6.9,156,549,18,19,71
ALPINE,A110,LÈgende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10,6.5,5.8,6.9,156,549,18,19,71
ALPINE,A110,LÈgende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.5,6.9,6.1,7,162,281,14,13,71
ALPINE,A110,LÈgende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.5,6.9,6.1,7,162,281,14,13,71
ALPINE,A110,LÈgende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.5,6.9,6.1,7,162,230,14,12,71
ALPINE,A110,LÈgende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.6,7,6.2,7.3,166,281,14,13,71
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10,6.5,5.8,6.9,156,549,18,19,71
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10,6.5,5.8,6.9,156,549,18,19,71
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.5,6.9,6.1,7,162,230,14,12,71
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.6,7,6.2,7.3,166,281,14,13,71
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,10.9,6.4,5.8,6.7,157,216,11,18,72
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,11,6.5,5.8,6.7,157,216,11,18,72
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,10.9,6.5,5.8,6.7,157,216,11,18,72
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,11,6.5,5.8,6.7,157,216,11,18,72
ALPINE,A110,A110 LÈgende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.3,5.7,6.6,153,229,11,11,69
ALPINE,A110,A110 LÈgende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.3,5.7,6.7,154,229,11,11,69
ALPINE,A110,A110 LÈgende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.3,5.7,6.6,153,229,11,11,69
ALPINE,A110,A110 LÈgende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.3,5.7,6.6,153,229,11,11,69
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.2,5.7,6.6,152,229,11,11,69
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.3,5.7,6.7,154,229,11,11,69
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.2,5.6,6.6,152,229,11,11,69
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),185,10.3,6.3,5.7,6.7,153,229,11,11,69
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),221,10.3,6.4,5.7,6.6,153,204,11,12,72
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),221,10.5,6.5,6,6.9,159,204,11,12,72
ALPINE,A110,A110 LÈgende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,10.5,6.4,5.7,6.5,154,216,11,18,72
ALPINE,A110,A110 LÈgende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),215,10.6,6.4,5.7,6.6,154,216,11,18,72
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Coupe,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),375,18,11.4,9.3,10.1,254,155,24,14,72
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),375,17.9,11.5,9.5,10.3,257,159,24,12,73
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V12 AMR RWD Automatic Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),470,23.7,13.1,11.1,11.6,303,460,33,18,70.3
ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),533,24.1,13.6,11.2,11.5,306,617,29,17,72
ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Convertible,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),533,23.2,13.5,11.3,11.7,306,475,26,21,71
ASTON MARTIN LAGONDA,DBX V8 MY2021,Hatchback,A9-AWD,Automatic,3982,Petrol,Internal Combustion Engine (ICE),405,23.2,13.6,12,13.4,323,127,18,22,73
ASTON MARTIN LAGONDA,Speedster,Open Sportscar,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),533,23,12.9,11.1,11.5,298,491,24,20,74
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),394,18.5,11.5,9.8,10.6,264,164,17,13,72
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),394,18.5,11.4,9.8,10.6,263,244,28,16,74
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),375,18.5,11.5,9.8,10.6,264,164,17,13,72
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Manual Hatchback,M7,Manual,3982,Petrol,Internal Combustion Engine (ICE),375,18.7,12.2,10.4,11.1,276,503,56,31,72
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),375,18.5,11.4,9.8,10.6,263,244,28,16,74
ASTON MARTIN LAGONDA,DBX707 MY2023,DBX707 GPF Hatchback,A9-AWD,Automatic,3982,Petrol,Internal Combustion Engine (ICE),520,22,14,12.1,13.3,323,192,17,15,71
BENTLEY MOTORS,Bentayga MY21,Bentayga Hybrid,8AT,Automatic,2995,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),250,19,9.8,9.6,11.3,82,425,19,16,68
BENTLEY MOTORS,Bentayga V8 22MY,Bentayga V8,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),404,20.9,13.2,10.9,11.8,294,151,25,10,74
BENTLEY MOTORS,Continental GT MY22,Continental GT Speed,8AT,Automatic,5950,Petrol,Internal Combustion Engine (ICE),485,24.1,14.6,11.7,11.1,311,611,23,19,71
BENTLEY MOTORS,Continental GT MY22,Continental GT Speed Convertible,8AT,Automatic,5950,Petrol,Internal Combustion Engine (ICE),485,24.4,15,11.9,11.6,320,587,21,18,71
BENTLEY MOTORS,Continental GT V8 MY22,Continental GT V8,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),404,19.4,12.5,10.3,10.7,275,231,13,7,68
BENTLEY MOTORS,Continental GT V8 MY22,Continental GT V8 Convertible,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),404,20.2,13,10.7,10.9,284,251,14,9,68
BENTLEY MOTORS,Flying Spur MY22,Flying Spur V8,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),404,20,13.3,10.8,11.2,288,255,14,7,69
BENTLEY MOTORS,Flying Spur MY22,Flying Spur W12,8AT,Automatic,5950,Petrol,Internal Combustion Engine (ICE),467,25.9,16,12.6,12.3,340,392,20,25,68
BENTLEY MOTORS,Flying Spur MY22.5,Flying Spur Hybrid,8AT,Automatic,2894,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),306,15.2,10.6,9.5,10.3,75,360,7,13,69
CADILLAC,XT4,350D FWD AT9,A9,Automatic,1995,Diesel,Internal Combustion Engine (ICE),128,8.5,6.1,5.4,6.7,167,48,39,12,69.1
CADILLAC,XT4,350D AWD AT9,A9,Automatic,1995,Diesel,Internal Combustion Engine (ICE),128,8.9,6.6,5.8,7.1,180,42,32,13,69.3
CADILLAC,XT4,350T AWD AT9,A9,Automatic,1998,Petrol,Internal Combustion Engine (ICE),169,13,9.1,7.7,9.4,213,264,15,17,68
CHEVROLET,CORVETTE,Stingray Coupe 6.2L V8 AT8,A8,Automatic,6162,Petrol,Internal Combustion Engine (ICE),354,24.3,12,9.6,9.8,277,316,31,16,71.6
CHEVROLET,CORVETTE,Stingray Convertible 6.2L V8 AT8,A8,Automatic,6162,Petrol,Internal Combustion Engine (ICE),354,24.3,12,9.6,9.8,277,316,31,16,71.6
CHRYSLER JEEP,Compass,Limited 1.3 T4 130hp E6D final MT FWD,M6,Manual,1332,Petrol,Internal Combustion Engine (ICE),96,8.7,6.3,5.6,7,153,319,27,10,70
CHRYSLER JEEP,Compass,Limited 1.3 T4 130hp E6D final MT FWD,M6,Manual,1332,Petrol,Internal Combustion Engine (ICE),96,9.3,7,6.2,7.4,164,319,27,10,70
CHRYSLER JEEP,Compass,Limited 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,4.7,5.4,5.1,6.6,129,280,41,13,68
CHRYSLER JEEP,Compass,Limited 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,5,6,5.4,7.1,139,280,41,13,68
CHRYSLER JEEP,Compass,Night Eagle 1.3 T4 130hp E6D final MT,M6,Manual,1332,Petrol,Internal Combustion Engine (ICE),96,8.7,6.3,5.6,7,153,319,27,10,70
CHRYSLER JEEP,Compass,Night Eagle 1.3 T4 130hp E6D final MT,M6,Manual,1332,Petrol,Internal Combustion Engine (ICE),96,9.3,7,6.2,7.4,164,319,27,10,70
CHRYSLER JEEP,Compass,Night Eagle 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,4.7,5.4,5.1,6.6,129,319,41,13,68
CHRYSLER JEEP,Compass,Night Eagle 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,5,6,5.4,7.1,139,319,41,13,68
CHRYSLER JEEP,Compass,S 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,4.7,5.4,5.1,6.6,129,280,41,13,68
CHRYSLER JEEP,Compass,S 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,5,6,5.4,7.1,139,280,41,13,68
CHRYSLER JEEP,Compass,Upland 1.3 T4 PHEV 240hp E6D final AT eAWD,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.7,6.8,5.9,8.1,0,326,33,19,67
CHRYSLER JEEP,Compass,Upland 1.3 T4 PHEV 240hp E6D final AT eAWD,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.3,7.4,6.4,8.7,0,326,33,19,67
CHRYSLER JEEP,Compass,Upland 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,4.7,5.4,5.1,6.6,129,280,41,13,68
CHRYSLER JEEP,Compass,Upland 1.5 e-Hybrid DCT FWD - RHD,DCT7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),96,5,6,5.4,7.1,139,280,41,13,68
CHRYSLER JEEP,Compass,S-Model 1.3 T4 PHEV 240hp E6D final AT eAWD,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.7,6.8,5.9,8.1,0,326,33,19,67
CHRYSLER JEEP,Compass,S-Model 1.3 T4 PHEV 240hp E6D final AT eAWD,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.3,7.4,6.4,8.7,0,326,33,19,67
CHRYSLER JEEP,Compass,Trailhawk 1.3 GSE T4 PHEV 240hp E6D final AT eAWD,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.7,6.8,5.9,8.1,0,326,33,19,67
CHRYSLER JEEP,Compass,Trailhawk 1.3 GSE T4 PHEV 240hp E6D final AT eAWD,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.3,7.4,6.4,8.7,0,326,33,19,67
CHRYSLER JEEP,Renegade 4xe,Trailhawk 1.3 Turbo 4xe PHEV AT6 240HP,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),132,6.5,7.9,6.3,8.6,0,461,36,17,71
